,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3",Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
"Кинематическая вязкость, при 40°C, ASTM D445",0.20043724812370567,0.08647428346162507,-0.055432353213123474,-0.12056920462888078,-0.028482942279915064,,,,,,,,,0.10755981562542345,0.48411472752192575,0.4868572404652273,0.48809141669676137,0.1251896943081092,0.7049807113906471,0.8502287703663434,0.8403426365047056,0.8161976479658124,0.44651718364307236,,,0.7025705230857704,,,0.5795077703977372,,,0.022415550933675366,0.08085764477283476,1.0,-0.09179687570625442,,,,-0.03079073363714014,0.013270152549591357,-0.028501500443627398,0.24968292486251029,-0.028501522412293395,-0.03079073305570873,0.10221648798970195,-0.03079073305570873,0.09358011803532745,,,,-0.02326292405698302,-0.036822055278011356,,,0.25388858133532366,0.2538602560612869,0.21321086742435766,0.110850913738148,0.15410843009179206,,,,,,,,,,,,,,,,,,,,,,,,-0.6753566154613823,,0.10755981562542345,,,,,,,,-0.04360014512100844,0.03984196804591336,-0.3236380799525057,-0.10480756303413273,,,
"Кислотное число, ГОСТ 11362",0.015449524759843748,0.050945988031132865,-0.04001065593222939,-0.060083707159858966,-0.00429527783622422,,,,,,,,,-0.008617418467940473,-0.04342057201402118,-0.04344470718887798,-0.04342095484334238,-0.009530387113722753,-0.0646887879147149,-0.08161590862152174,-0.08121569358907225,-0.0856710586258783,-0.04727423221753736,,,-0.0646031141837892,,,-0.05509694023057686,,,-0.0028682961969223996,0.1808209786580044,-0.09179687570625442,1.0,,,,-0.0075970737430942825,0.19558385194401423,-0.0070322455843628605,-0.07847979677213926,-0.007032251004746069,-0.007597073599636275,-0.08890579448084841,-0.007597073599636275,-0.09008945256622625,,,,0.1860007069054292,-0.009085196624932665,,,-0.03917741986359046,-0.03917741986359046,-0.016057415938833076,-0.009085211652751186,-0.012871809422053916,,,,,,,,,,,,,,,,,,,,,,,,0.06285225782188508,,-0.008617418467940473,,,,,,,,0.4666324293707966,-0.004057120303912665,0.3179696130410347,0.17834362512306895,,,
Класс полиамина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Класс субстрата,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Масса гидрофобного хвоста, г/моль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Массовая доля кальция | ASTM D6481,0.006684817709352409,0.025314254140168458,-0.018464908602861114,-0.03647354767270496,-0.014202166144298376,,,,,,,,,-0.0028904756795339287,-0.014564234969544796,-0.014572330449206647,-0.014564363379096504,-0.0031967058662920986,-0.021698072212883907,-0.027375808638193395,-0.027241567528494152,-0.028735997018050026,-0.015856839145249102,,,-0.02166933531951648,,,-0.01848075109102582,,,-0.000962090959113572,0.031092246955227196,-0.03079073363714014,-0.0075970737430942825,,,,1.0,-0.034202875512839355,0.9253138042774514,-0.026323886294783667,-0.0023587749135333,0.999997941717639,-0.029821000067779154,0.9999971863846625,-0.030218025571576698,,,,-0.0019252305503994493,-0.0030473789785014083,,,-0.013140986447842994,-0.013140986447842994,-0.005386017914765387,-0.0030473840191692263,-0.004317493948385974,,,,,,,,,,,,,,,,,,,,,,,,0.02108205877593572,,-0.0028904756795339287,,,,,,,,-0.003608331058606447,-0.0013608492625756825,0.01730389540409349,-0.008673833167832518,,,
"Массовая доля кальция, ASTM D6481",0.08885526855617637,0.09483806481057447,-0.06625473085301474,-0.13520477916969137,-0.04163473849265581,,,,,,,,,0.07019715927977292,0.2659521236409352,0.2655794834255723,0.2650999471842371,0.057413538536142734,0.2272118924287506,0.09553083120913519,0.08990383477885588,0.037410181835236415,0.024368021584265834,,,0.21239837352660315,,,0.27611639007140526,,,-0.012913390217708973,0.36773684425051156,0.013270152549591357,0.19558385194401423,,,,-0.034202875512839355,1.0,-0.03165995598190841,0.5752232581902155,0.07729694207728499,-0.03420287486697537,0.6780411869776508,-0.03420287486697537,0.6968294454348787,,,,-0.025840855400271895,0.10729084541614356,,,-0.15243335927921536,-0.15243335927921536,0.08621006249883416,0.04774254494095517,0.07735713993044475,,,,,,,,,,,,,,,,,,,,,,,,-0.21455446934715922,,0.07019715927977292,,,,,,,,-0.04843178969002604,-0.018265609284295155,0.5912394800547401,0.12294267714446463,,,
Массовая доля серы | ASTM D6481,0.02062840966241475,0.023432186907551736,-0.017092077341774776,-0.03376180793303175,-0.013146261775781017,,,,,,,,,-0.0026755742436470977,-0.013481411464157942,-0.013488905060117453,-0.013481530326700748,-0.0029590367913927035,-0.020084861312151894,-0.025340468702083122,-0.02521620816666571,-0.026599529631542076,-0.014677912948059993,,,-0.020058260952812868,,,-0.01710674197071073,,,-0.000890561303966782,0.025752445033264328,-0.028501500443627398,-0.0070322455843628605,,,,0.9253138042774514,-0.03165995598190841,1.0,-0.024366754808459297,-0.0021834044305912405,0.9259882521698465,-0.02760386474312547,0.9259864576196816,-0.02797137214668301,,,,-0.0017820932762741234,-0.00282081207714042,,,-0.012163978795916927,-0.012163978795916927,-0.004985577602539023,-0.002820816743044057,-0.003996496385420678,,,,,,,,,,,,,,,,,,,,,,,,0.019514647316819178,,-0.0026755742436470977,,,,,,,,-0.003340058424057033,-0.0012596726767895655,0.004117838319023415,-0.008028949968984572,,,
"Массовая доля серы, ASTM D6481",0.09655071314070175,0.05454577051285214,-0.043446443952398696,-0.09475611961525991,-0.030497221634278253,,,,,,,,,0.09362265121702219,0.49101060685332804,0.49327157103827146,0.49514649190580734,0.12171455764678984,0.46146746021382185,0.3305229374929365,0.31930807078283896,0.2558612540431524,0.1662861623181246,,,0.4356092875854381,,,0.5071335079192197,,,-0.009938656053744275,0.31037720151321346,0.24968292486251029,-0.07847979677213926,,,,-0.026323886294783667,0.5752232581902155,-0.024366754808459297,1.0,-0.024366773590105507,-0.026323885797701185,0.7693152467246908,-0.026323885797701185,0.7406156341704011,,,,-0.019888144757342196,0.13076473094401328,,,-0.10861880385184049,-0.10861880385184049,0.20126586991679524,0.11539263198622933,0.16045301485539915,,,,,,,,,,,,,,,,,,,,,,,,-0.43394435934141984,,0.09362265121702219,,,,,,,,-0.03727502163888338,0.04052822910563242,0.08494681188245101,0.04269093626687986,,,
"Массовая доля сульфатной золы, ГОСТ 12417",0.02104267981087083,0.003750560134652574,0.007047200397437793,0.0026452570934824477,-0.013146271908785579,,,,,,,,,-0.00267557630595245,-0.013481421855492469,-0.013488915457227968,-0.013481540718126893,-0.002959039072188098,-0.02008487679335825,-0.02534048823425808,-0.02521622760306191,-0.02659955013418836,-0.014677924261645667,,,-0.020058276413515933,,,-0.017106755156413057,,,-0.0008905619904023566,0.04579223239629652,-0.028501522412293395,-0.007032251004746069,,,,-0.0023587749135333,0.07729694207728499,-0.0021834044305912405,-0.024366773590105507,1.0,-0.0023587748689917884,0.08958956697268937,-0.0023587748689917884,0.08895203966414889,,,,-0.0017820946498934538,-0.002820814251393614,,,-0.01216398817178778,-0.01216398817178778,-0.004985581445371415,-0.0028208189173008474,-0.003996499465879351,,,,,,,,,,,,,,,,,,,,,,,,0.019514662358510394,,-0.00267557630595245,,,,,,,,-0.0033400609985400178,-0.0012596736477324237,0.06167972013549277,0.2644473914192452,,,
Массовая доля фосфора | ASTM D6481,0.00677064153546738,0.02531425366215119,-0.018464908254182257,-0.036473546983963136,-0.014202165876114269,,,,,,,,,-0.0028904756249521395,-0.014564234694523625,-0.014572330174032607,-0.014564363104072907,-0.003196705805927665,-0.021698071803152173,-0.02737580812124712,-0.0272415670140828,-0.028735996475418878,-0.01585683884581927,,,-0.021669334910327395,,,-0.018480750742047806,,,-0.0009620909409460963,0.031077548113531545,-0.03079073305570873,-0.007597073599636275,,,,0.999997941717639,-0.03420287486697537,0.9259882521698465,-0.026323885797701185,-0.0023587748689917884,1.0,-0.02982099950465954,0.999998036134298,-0.030218025000959922,,,,-0.0019252305140446963,-0.003047378920956763,,,-0.013140986199697485,-0.013140986199697485,-0.005386017813059464,-0.003047383961624486,-0.004317493866857336,,,,,,,,,,,,,,,,,,,,,,,,0.021082058377836367,,-0.0028904756249521395,,,,,,,,-0.0036083309904691623,-0.0013608492368783246,0.01726738304055922,-0.008673833004041714,,,
"Массовая доля фосфора, ASTM D6481",0.1338372379944213,0.08087647155440485,-0.05390323468062878,-0.1197972175684569,-0.029757994841822993,,,,,,,,,0.08403185811901245,0.34852447343448717,0.3478636116969866,0.3471214314615937,0.08410343603007579,0.3084167501938097,0.1816191707013594,0.17370425712566984,0.11758686794810928,0.10331683781388996,,,0.291730138169066,,,0.35100492048044823,,,-0.011259001027939875,0.3618638829197242,0.10221648798970195,-0.08890579448084841,,,,-0.029821000067779154,0.6780411869776508,-0.02760386474312547,0.7693152467246908,0.08958956697268937,-0.02982099950465954,1.0,-0.02982099950465954,0.9796042683483012,,,,-0.022530273817290745,-0.035662369266084626,,,-0.1278887878972773,-0.1278887878972773,0.12368118816738358,0.0729881247691937,0.1079919904647941,,,,,,,,,,,,,,,,,,,,,,,,-0.29077861388301257,,0.08403185811901245,,,,,,,,-0.04222698770127573,-0.01592552460978083,0.17342607875483576,0.19845599994343416,,,
Массовая доля цинка | ASTM D6481,0.006747829387593236,0.02531425366215119,-0.018464908254182257,-0.036473546983963136,-0.014202165876114269,,,,,,,,,-0.0028904756249521395,-0.014564234694523625,-0.014572330174032607,-0.014564363104072907,-0.003196705805927665,-0.021698071803152173,-0.02737580812124712,-0.0272415670140828,-0.028735996475418878,-0.01585683884581927,,,-0.021669334910327395,,,-0.018480750742047806,,,-0.0009620909409460963,0.031081128629841494,-0.03079073305570873,-0.007597073599636275,,,,0.9999971863846625,-0.03420287486697537,0.9259864576196816,-0.026323885797701185,-0.0023587748689917884,0.999998036134298,-0.02982099950465954,1.0,-0.030218025000959922,,,,-0.0019252305140446963,-0.003047378920956763,,,-0.013140986199697485,-0.013140986199697485,-0.005386017813059464,-0.003047383961624486,-0.004317493866857336,,,,,,,,,,,,,,,,,,,,,,,,0.021082058377836367,,-0.0028904756249521395,,,,,,,,-0.0036083309904691623,-0.0013608492368783246,0.01726740111358819,-0.008673833004041714,,,
"Массовая доля цинка, ASTM D6481",0.1386747740866499,0.09056570475073036,-0.06035665201445581,-0.1340312701694577,-0.0331725566275104,,,,,,,,,0.09117374292686252,0.3289902186722714,0.3280922217706622,0.3272013861792014,0.08289816194772126,0.30078751726205943,0.17319762224675173,0.16683409906479815,0.11108610838504504,0.08597176351802374,,,0.28682838122821064,,,0.34325602254909016,,,-0.011408899104638007,0.36839595381047585,0.09358011803532745,-0.09008945256622625,,,,-0.030218025571576698,0.6968294454348787,-0.02797137214668301,0.7406156341704011,0.08895203966414889,-0.030218025000959922,0.9796042683483012,-0.030218025000959922,1.0,,,,-0.022830233352271988,-0.03613716454767478,,,-0.12826807037425791,-0.12826807037425791,0.11449888505498812,0.0671258656091325,0.10330982697020988,,,,,,,,,,,,,,,,,,,,,,,,-0.2868315507890155,,0.09117374292686252,,,,,,,,-0.04278918182715503,-0.01613755101456496,0.19699279470807068,0.20046109074996973,,,
Модификация,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Номер CAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Номер CAS / SMILES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Общее содержание азота | ASTM D3228,-0.019226426947627096,0.01912535045646294,-0.01395055316348049,-0.027556386918155054,-0.010729978582288654,,,,,,,,,-0.0021838036408605545,-0.011003527750826452,-0.011009644023689511,-0.011003624766431366,-0.002415165766312421,-0.016393263376563518,-0.020682890016645375,-0.020581468570275818,-0.021710535520539073,-0.011980112236584791,,,-0.016371552163835748,,,-0.01396252243330668,,,-0.0007268761173904833,0.05168104092934251,-0.02326292405698302,0.1860007069054292,,,,-0.0019252305503994493,-0.025840855400271895,-0.0017820932762741234,-0.019888144757342196,-0.0017820946498934538,-0.0019252305140446963,-0.022530273817290745,-0.0019252305140446963,-0.022830233352271988,,,,1.0,-0.0023023467574743092,,,-0.0099282392349781,-0.0099282392349781,-0.004069228333345248,-0.0023023505657847588,-0.003261940264932102,,,,,,,,,,,,,,,,,,,,,,,,0.015927854725678973,,-0.0021838036408605545,,,,,,,,0.4009390881558669,-0.0010281448120519612,0.06619094225705253,0.16588333656056659,,,
Определение содержания воды методом Карла Фишера | ASTM D 6304,0.04592896238046238,-0.0002953981805514666,-0.0033360556169086462,-0.00660603313747146,-0.016984101548073036,,,,,,,,,-0.003456665128730962,-0.017417092799752305,-0.017426774030577255,-0.01741724636230352,-0.0038228800100484957,-0.025948313666854933,-0.032738211139598065,-0.032577674738608745,-0.03436483466542327,-0.018962893655661794,,,-0.025913947760262266,,,-0.022100780263062503,,,-0.0011505463590586052,0.05811792937489683,-0.036822055278011356,-0.009085196624932665,,,,-0.0030473789785014083,0.10729084541614356,-0.00282081207714042,0.13076473094401328,-0.002820814251393614,-0.003047378920956763,-0.035662369266084626,-0.003047378920956763,-0.03613716454767478,,,,-0.0023023467574743092,1.0,,,-0.015715056844453144,-0.015715056844453144,-0.006441036830204966,-0.003644308840755504,-0.005163209253260063,,,,,,,,,,,,,,,,,,,,,,,,0.02521163486294545,,-0.003456665128730962,,,,,,,,-0.004315134782664196,-0.0016274138629538987,0.11759457346639897,0.359243977548553,,,
Отношение S:Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отношение Мыло/Основание,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Плотность при 15°С, ASTM D4052",0.18401180915090778,-0.04616509997729286,0.050042748751005235,0.07911906761917942,0.02748907477117362,,,,,,,,,0.20553135325337074,-0.075106438043004,-0.07514818569696059,-0.07510710023940906,-0.016485122053470892,0.09565821091641208,0.31262977311845525,0.3138226226337027,0.2581908106197672,0.1682148435290093,,,0.17913935961203414,,,-0.09530355626016734,,,-0.004961415767014107,0.007015555999070515,0.25388858133532366,-0.03917741986359046,,,,-0.013140986447842994,-0.15243335927921536,-0.012163978795916927,-0.10861880385184049,-0.01216398817178778,-0.013140986199697485,-0.1278887878972773,-0.013140986199697485,-0.12826807037425791,,,,-0.0099282392349781,-0.015715056844453144,,,1.0,0.9999870414043762,-0.02777520560879,-0.015715082838719648,-0.02226492448203278,,,,,,,,,,,,,,,,,,,,,,,,-0.119181658079953,,0.20553135325337074,,,,,,,,-0.018607835815515034,-0.007017776150909126,-0.13812349107303762,-0.0447301705017416,,,
"Плотность при 20°С, ASTM D4052",0.18373029640735095,-0.04606022891858677,0.04990881031339799,0.07916669186240569,0.027953165270777396,,,,,,,,,0.20553135325337074,-0.075106438043004,-0.07514818569696059,-0.07510710023940906,-0.016485122053470892,0.09503173214502017,0.3125572568069521,0.3137457585465253,0.25813595085856794,0.16818603253038372,,,0.17918528583488258,,,-0.09530355626016734,,,-0.004961415767014107,0.006967910230826817,0.2538602560612869,-0.03917741986359046,,,,-0.013140986447842994,-0.15243335927921536,-0.012163978795916927,-0.10861880385184049,-0.01216398817178778,-0.013140986199697485,-0.1278887878972773,-0.013140986199697485,-0.12826807037425791,,,,-0.0099282392349781,-0.015715056844453144,,,0.9999870414043762,1.0,-0.02777520560879,-0.015715082838719648,-0.02226492448203278,,,,,,,,,,,,,,,,,,,,,,,,-0.11911395780942123,,0.20553135325337074,,,,,,,,-0.018607835815515034,-0.007017776150909126,-0.13812349107303762,-0.0447301705017416,,,
Последовательность 1 | ASTM D892,0.060069648514437475,0.05350501017309497,-0.03902801627774043,-0.07709164680385708,-0.030018148661345972,,,,,,,,,-0.006109401042677423,0.2649884849712303,0.27475471898276405,0.2680655876310737,-0.006756658874848953,0.2828252811855241,0.24155838531585125,0.22462407046667973,0.14885121700453446,0.09738696268679872,,,0.206177292834721,,,0.2786436070287468,,,-0.0020335059555687857,0.04655870952310758,0.21321086742435766,-0.016057415938833076,,,,-0.005386017914765387,0.08621006249883416,-0.004985577602539023,0.20126586991679524,-0.004985581445371415,-0.005386017813059464,0.12368118816738358,-0.005386017813059464,0.11449888505498812,,,,-0.004069228333345248,-0.006441036830204966,,,-0.02777520560879,-0.02777520560879,1.0,0.5701365902249959,0.6028130514670138,,,,,,,,,,,,,,,,,,,,,,,,-0.22147547630014475,,-0.006109401042677423,,,,,,,,-0.007626682932454265,-0.00287633414893401,-0.056611853327908246,-0.0183332887990639,,,
Последовательность 2 | ASTM D892,0.007519604600294056,0.030272887228983327,-0.022081871057022525,-0.04361809711725509,-0.016984129641465652,,,,,,,,,-0.003456670846398766,0.21804264505296936,0.20731319246849855,0.1998878796880521,-0.0038228863334721246,0.15473130879925107,0.13126142787346295,0.13237279605985197,0.1272699761091405,0.2088980288732962,,,0.11955227619130833,,,0.18045621073170545,,,-0.001150548262176677,0.009408392368742947,0.110850913738148,-0.009085211652751186,,,,-0.0030473840191692263,0.04774254494095517,-0.002820816743044057,0.11539263198622933,-0.0028208189173008474,-0.003047383961624486,0.0729881247691937,-0.003047383961624486,0.0671258656091325,,,,-0.0023023505657847588,-0.003644308840755504,,,-0.015715082838719648,-0.015715082838719648,0.5701365902249959,1.0,0.7083934812985931,,,,,,,,,,,,,,,,,,,,,,,,-0.13248368874829922,,-0.003456670846398766,,,,,,,,-0.004315141920326161,-0.0016274165548582347,-0.032030724712978347,-0.010372889988338468,,,
Последовательность 3 | ASTM D892,0.03240386195875162,0.04289023194619845,-0.03128530702334167,-0.06179755132902493,-0.02406289344708896,,,,,,,,,-0.004897366189167553,0.29991933312154406,0.29945212677812416,0.29228608865445127,-0.005416215516754266,0.21484382883163522,0.1804702295168543,0.1811905385162286,0.1132920659577354,0.13513490132745662,,,0.1744987135443894,,,0.23881727062996957,,,-0.0016300817776907655,0.01462304013754787,0.15410843009179206,-0.012871809422053916,,,,-0.004317493948385974,0.07735713993044475,-0.003996496385420678,0.16045301485539915,-0.003996499465879351,-0.004317493866857336,0.1079919904647941,-0.004317493866857336,0.10330982697020988,,,,-0.003261940264932102,-0.005163209253260063,,,-0.02226492448203278,-0.02226492448203278,0.6028130514670138,0.7083934812985931,1.0,,,,,,,,,,,,,,,,,,,,,,,,-0.19608678588376816,,-0.004897366189167553,,,,,,,,-0.006113636814474693,-0.002305702557637976,-0.045380713175887225,-0.014696175299932822,,,
"Потенциал ионизации,эВ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Происхождение,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Разветвленность радикала / радикалов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Размер мицелл, нм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание MgCO3, CaCO3, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание Азота,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание Бора,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание ароматики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание воды, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание других элементов (например, бора)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание масла,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание масла, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание металла (Ca/Mg), % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание мыла, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание насыщ. у/в,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание полимера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание серы, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание серы, мг/кг",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Соотношение мономеров (EO:PO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Средневесовая масса,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Степень полисульфидности,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Стерический фактор, Å3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Структура УВ-радикала,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
