,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Индекс вязкости, ГОСТ 25371","Испаряемость по NOACK, ASTM D5800","Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Температура застывания, ГОСТ 20287, метод Б",Температура проведения теста | -,Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362"
Массовая доля фосфора | ASTM D6481,-0.0047698781442365576,0.024361015339440382,-0.017571220138470248,-0.039028220981526314,-0.0053327964939580055,-0.03517548505832811,-0.013185074666326669,-0.00311659729302829,-0.015282276669192796,-0.015291814104903175,-0.0152824631658914,-0.00311659729302829,-0.022562337251144544,-0.028345151146593597,-0.02814071734777522,-0.029564298390505315,-0.01627953338473786,-0.022636687007209617,-0.019504879306343877,,0.03134946664641825,-0.031806322992431225,-0.007945895515265543,0.9999974459954049,-0.035478004642398586,0.9130756528084296,-0.027215747100706966,-0.00246222489151197,1.0,-0.03090815735435994,0.9999982525231718,-0.031344484865403935,-0.0022017850566176714,-0.0031165922612591563,-0.013332046723559627,-0.013332046723559627,-0.00564130338652326,-0.00311659729302829,-0.004415457809138823,0.022044116387976345,-0.00311659729302829,-0.0038204609740959826,-0.0011001519900480303,0.009125882656125898,-0.00906958476029191
"Массовая доля фосфора, ASTM D6481",0.13011114015118652,0.077193382515889,-0.05315362836862269,-0.05751268139423914,0.008210068536671515,-0.11685086579961343,-0.02014840290873841,0.08779910367669838,0.349506748229742,0.348654555690383,0.3476704601326292,0.07832690814209545,0.3206582292120891,0.19377222494888097,0.18459848896202322,0.13474795208751436,0.11558427857135013,0.30216795180617867,0.35982705944983256,,0.3498017184145113,0.11416969851493852,-0.09103334869926968,-0.03090815735435994,0.6681253007555213,-0.02820882756344136,0.761720918023093,0.09058017761081376,-0.03090815735435994,1.0,-0.03090815735435994,0.9782359279938139,-0.025225082111241352,-0.03570570863001951,-0.12389858924398477,-0.12389858924398477,0.12272789340505773,0.07200961909178805,0.106650937153489,-0.29956890628899024,0.08779910367669838,-0.04376968654806285,-0.012604056967503543,0.17328427222139614,0.2069679870005418
Массовая доля цинка | ASTM D6481,-0.004809707555671625,0.024361015339440382,-0.017571220138470248,-0.03904396038869326,-0.005338103266161685,-0.03517548505832811,-0.013185074666326669,-0.00311659729302829,-0.015282276669192796,-0.015291814104903175,-0.0152824631658914,-0.00311659729302829,-0.022562337251144544,-0.028345151146593597,-0.02814071734777522,-0.029564298390505315,-0.01627953338473786,-0.022636687007209617,-0.019504879306343877,,0.03135223231434129,-0.031806322992431225,-0.007945895515265543,0.9999967738889324,-0.035478004642398586,0.9130741806273195,-0.027215747100706966,-0.00246222489151197,0.9999982525231718,-0.03090815735435994,1.0,-0.031344484865403935,-0.0022017850566176714,-0.0031165922612591563,-0.013332046723559627,-0.013332046723559627,-0.00564130338652326,-0.00311659729302829,-0.004415457809138823,0.022044116387976345,-0.00311659729302829,-0.0038204609740959826,-0.0011001519900480303,0.009111483578198224,-0.00906958476029191
"Массовая доля цинка, ASTM D6481",0.1350607971270551,0.08736482988277458,-0.0600989774908505,-0.060810470310740404,0.017820949102356796,-0.13096020713535356,-0.023321598094418763,0.09497658013407342,0.32736065699977906,0.32620517152195017,0.3250487890689689,0.0778807957099402,0.3110692570014245,0.18342892777743428,0.17624341422567014,0.12674817252557946,0.09726904854617274,0.2959868561951528,0.3503687925743598,,0.3567769903732643,0.10365992089224901,-0.09231845780508151,-0.031344484865403935,0.6879890381837688,-0.028607048893141213,0.7313056130804645,0.08990124088214818,-0.031344484865403935,0.9782359279938139,-0.031344484865403935,1.0,-0.02558118219081875,-0.03620976271509426,-0.1242609507282024,-0.1242609507282024,0.11121656192829985,0.06577128174284584,0.10147009082237517,-0.2941732891064328,0.09497658013407342,-0.04438757904070599,-0.01278198723822904,0.19912333304729357,0.20830819588888191
Общее содержание азота | ASTM D3228,-0.021582941830130268,0.019881761478217352,-0.014340404240406338,-0.0475168963394268,-0.055574476025020136,-0.028707777326424988,-0.010760738250674856,-0.0025435493201027533,-0.012472328240321892,-0.012480112030088676,-0.01247248044591868,-0.0025435493201027533,-0.01841380588485187,-0.023133335220564693,-0.02296649061373862,-0.02412831816247173,-0.01328621961039616,-0.018474484969670482,-0.015918521975654847,,0.057258252422121875,-0.025958102255732363,0.20322609902012082,-0.0022017850566176714,-0.028954672709444632,-0.002009494590111131,-0.022211594417072905,-0.002009496210099063,-0.0022017850566176714,-0.025225082111241352,-0.0022017850566176714,-0.02558118219081875,1.0,-0.002543545213523765,-0.010880686592119304,-0.010880686592119304,-0.0046040383290400135,-0.0025435493201027533,-0.0036035886745780796,0.01799087016353711,-0.0025435493201027533,0.43301071349410164,-0.0008978673159204847,0.07314099701763395,0.18151561505564742
Определение содержания воды методом Карла Фишера | ASTM D 6304,0.043819386338912227,-0.011383565947181071,0.004454172637039195,0.008342494055359138,-0.022587254005309632,-0.0057040560034778524,-0.015231656449248104,-0.0036003542231959782,-0.01765438527109643,-0.017665403103594438,-0.0176546007157347,-0.0036003542231959782,-0.026064453816039702,-0.03274487366913086,-0.03250870774144229,-0.03415325643906207,-0.018806435757521157,-0.02615034411018879,-0.02253241852600351,,0.05714328127064807,-0.03674328716331066,-0.00917925409851808,-0.0031165922612591563,0.10588686085266193,-0.0028444081177493386,0.12969125431236192,-0.002844410410816882,-0.0031165922612591563,-0.03570570863001951,-0.0031165922612591563,-0.03620976271509426,-0.002543545213523765,1.0,-0.015401441447821441,-0.015401441447821441,-0.006516944142072201,-0.0036003542231959782,-0.005100823326144217,0.025465794926927018,-0.0036003542231959782,-0.004413471330868231,-0.001270917122461523,0.11651308216813497,0.3521039986347877
"Плотность при 15°С, ASTM D4052",0.1778498168899259,-0.04391928129155887,0.04596621175013192,0.09244695738849906,0.004692387676302199,0.08453055366310308,0.03471565715087044,0.2189686732412039,-0.0755212968458336,-0.07556842853498065,-0.0755222184671889,-0.015401466313601496,0.08042096876463463,0.29395056628798905,0.29593844314145984,0.2470924280702605,0.1522823692558587,0.15942561679177278,-0.09638837274854534,,0.00913852733203553,0.23853063348230308,-0.03926668433663708,-0.013332046723559627,-0.14869363247103995,-0.012167707145427304,-0.10428220654747723,-0.012167716954629494,-0.013332046723559627,-0.12389858924398477,-0.013332046723559627,-0.1242609507282024,-0.010880686592119304,-0.015401441447821441,1.0,0.9999903194560273,-0.027877950181982452,-0.015401466313601496,-0.021820119288014462,-0.10099928404543056,0.2189686732412039,-0.018879789546950083,-0.005436683735967227,-0.1363623810754818,-0.04481968346582961
"Плотность при 20°С, ASTM D4052",0.17763978692889396,-0.0438449989759025,0.04586729468258427,0.09245136014617332,0.0049796992997451816,0.0845732369024389,0.03513535076945843,0.2189686732412039,-0.0755212968458336,-0.07556842853498065,-0.0755222184671889,-0.015401466313601496,0.07990727875017076,0.2938905988133119,0.2958735815911446,0.2470461974740488,0.15225852772034307,0.15946449865547122,-0.09638837274854534,,0.009099229011474986,0.23850686382507777,-0.03926668433663708,-0.013332046723559627,-0.14869363247103995,-0.012167707145427304,-0.10428220654747723,-0.012167716954629494,-0.013332046723559627,-0.12389858924398477,-0.013332046723559627,-0.1242609507282024,-0.010880686592119304,-0.015401441447821441,0.9999903194560273,1.0,-0.027877950181982452,-0.015401466313601496,-0.021820119288014462,-0.10094132474883728,0.2189686732412039,-0.018879789546950083,-0.005436683735967227,-0.1363623810754818,-0.04481968346582961
Последовательность 1 | ASTM D892,0.06841996802841546,0.050940053398950406,-0.036742265446106356,0.07267062321368341,0.13151611965732074,-0.07355362911759401,-0.027570624549643985,-0.00651695466374319,0.24507289541923297,0.253151714114785,0.2466572562341935,-0.00651695466374319,0.28591154879975067,0.24510317361845674,0.22460268164375477,0.14650684503783,0.09329768985988111,0.20506211685716175,0.2750813053209576,,0.04679537390131317,0.21707528858462288,-0.016615249250091623,-0.00564130338652326,0.08460292223480081,-0.005148626384906272,0.201345493082149,-0.005148630535558207,-0.00564130338652326,0.12272789340505773,-0.00564130338652326,0.11121656192829985,-0.0046040383290400135,-0.006516944142072201,-0.027877950181982452,-0.027877950181982452,1.0,0.556948971647591,0.5887857236597935,-0.21709462117795175,-0.00651695466374319,-0.007988767435073834,-0.002300470663440566,-0.05770018498330761,-0.01896493744444191
Последовательность 2 | ASTM D892,0.006159407718287756,0.028142367402035632,-0.02029865036201059,0.07244859214550804,0.09111416432683064,-0.04063547476420681,-0.015231681040908593,-0.0036003600360036,0.21244805789045268,0.20196153570778547,0.19489520458343432,-0.0036003600360036,0.15273648576267537,0.13009980408758637,0.13155001225868204,0.12655733411270448,0.20799951529492333,0.11611062899806436,0.1760297199062224,,0.0088821987427217,0.11023003945713723,-0.009179268918514914,-0.00311659729302829,0.04633808844756126,-0.002844412710074471,0.11455061852911616,-0.0028444150031457175,-0.00311659729302829,0.07200961909178805,-0.00311659729302829,0.06577128174284584,-0.0025435493201027533,-0.0036003542231959782,-0.015401466313601496,-0.015401466313601496,0.556948971647591,1.0,0.7083779830997149,-0.12866557976756815,-0.0036003600360036,-0.004413478456461492,-0.0012709191743698293,-0.03187707308133917,-0.010477378834650062
Последовательность 3 | ASTM D892,0.028942829499614783,0.03987086691981033,-0.02875823400617472,0.05871263045269312,0.08416854304255639,-0.05757055131153636,-0.02157957498995399,-0.005100831561474095,0.29200742936317753,0.29193389891504884,0.28520349941502054,-0.005100831561474095,0.21167995222289532,0.1786199428102863,0.17975749146578682,0.11245288265137315,0.1345965649893394,0.1696324396486321,0.23209330467046607,,0.013474039780505171,0.1528601400698868,-0.013004784005654992,-0.004415457809138823,0.07544284820490794,-0.004029838677331496,0.15908313870999613,-0.004029841926053864,-0.004415457809138823,0.106650937153489,-0.004415457809138823,0.10147009082237517,-0.0036035886745780796,-0.005100823326144217,-0.021820119288014462,-0.021820119288014462,0.5887857236597935,0.7083779830997149,1.0,-0.19099365671869936,-0.005100831561474095,-0.00625282193488447,-0.001800582322845709,-0.045162033472962514,-0.014843888974122107
"Температура застывания, ГОСТ 20287, метод Б",-0.14738179287523434,-0.1539055816300754,0.09953032608484078,0.1231305061215833,-0.0021421379253234573,0.21895168354368869,0.029336790481193316,-0.14893430641300734,-0.6150812678649212,-0.6135857636899777,-0.6134757533330394,-0.12624335556680824,-0.862529883648838,-0.7460771161503944,-0.7328180252616998,-0.6567468265688108,-0.47433449007788014,-0.8925026631776504,-0.7250507087376731,,-0.01514349771652038,-0.6830016826027213,0.06492621707941647,0.022044116387976345,-0.22214792356153432,0.0201189178263692,-0.4491603448875203,0.020118934045573886,0.022044116387976345,-0.29956890628899024,0.022044116387976345,-0.2941732891064328,0.01799087016353711,0.025465794926927018,-0.10099928404543056,-0.10094132474883728,-0.21709462117795175,-0.12866557976756815,-0.19099365671869936,1.0,-0.14893430641300734,0.031217133181659407,0.008989384115230637,0.22547087192977605,0.07410792500802232
Температура проведения теста | -,0.028780808628782618,0.008414777349740183,0.0044098596310481524,0.018752976689963844,-0.050945867457681204,-0.010846044606694668,0.04766952029469541,1.0,-0.017654413774276647,-0.017665431624563053,-0.017654629219262752,-0.0036003600360036,0.1539046424415486,0.12243208616551607,0.11905149861798191,0.11478455884640638,-0.018806466120698313,0.15194904146170782,-0.022532454904816823,,0.014914494145532692,0.11282091645292465,-0.009179268918514914,-0.00311659729302829,0.0730480094660713,-0.002844412710074471,0.09792853777517242,-0.0028444150031457175,-0.00311659729302829,0.08779910367669838,-0.00311659729302829,0.09497658013407342,-0.0025435493201027533,-0.0036003542231959782,0.2189686732412039,0.2189686732412039,-0.00651695466374319,-0.0036003600360036,-0.005100831561474095,-0.14893430641300734,1.0,-0.004413478456461492,-0.0012709191743698293,-0.03187707308133917,-0.010477378834650062
Цвет | ASTM D1500,0.017738626855496386,-0.013737607099456584,0.01539339574377639,-0.029410516947227117,-0.004546664115752978,0.021235211907982433,-0.01867165935003613,-0.004413478456461492,-0.02164155086576155,-0.02165505702747574,-0.021641814967627817,-0.004413478456461492,-0.031950996559003034,-0.040140159978474324,-0.03985065701032512,-0.04186661982886795,-0.02305378690904676,-0.03205628479992219,-0.027621266567547157,,0.1088000567414762,-0.045041597648938475,0.47215873437800276,-0.0038204609740959826,-0.050241142645452985,-0.003486805233827002,-0.038540787343353505,-0.003486808044773808,-0.0038204609740959826,-0.04376968654806285,-0.0038204609740959826,-0.04438757904070599,0.43301071349410164,-0.004413471330868231,-0.018879789546950083,-0.018879789546950083,-0.007988767435073834,-0.004413478456461492,-0.00625282193488447,0.031217133181659407,-0.004413478456461492,1.0,-0.001557948188484853,0.12328357186330542,0.42354306020282473
Цвет Сейболт | -,0.00692800269563632,0.00993419379888144,-0.00716537893458679,-0.030616644874072573,-0.011466844211734073,-0.01434423322140222,-0.00537674990811857,-0.0012709191743698293,-0.006231969234635894,-0.00623585851155523,-0.006232045286242157,-0.0012709191743698293,-0.009200709727632424,-0.011558887050695308,-0.01147552086303008,0.03434998496858363,-0.006638641179192381,0.04805791905898603,-0.007953907025349108,,-0.004677944691812823,0.03103315465575786,-0.0032402617400972464,-0.0011001519900480303,-0.014467597873254292,-0.0010040714308859973,0.031657521956789864,-0.0010040722403351038,-0.0011001519900480303,-0.012604056967503543,-0.0011001519900480303,-0.01278198723822904,-0.0008978673159204847,-0.001270917122461523,-0.005436683735967227,-0.005436683735967227,-0.002300470663440566,-0.0012709191743698293,-0.001800582322845709,0.008989384115230637,-0.0012709191743698293,-0.001557948188484853,1.0,-0.011252536689867249,-0.0036984916855354365
"Щелочное число, ASTM D2896",-0.030094523791657366,0.009843720177309893,-0.010090855706926319,-0.010910428780213163,0.007414821753949323,-0.02241468865009646,-0.004326142246828107,-0.03187707308133917,-0.1563096558297246,-0.15640720630114047,-0.15631156334883334,-0.03187707308133917,-0.23077132071231232,-0.2899188986086843,-0.28782791586933365,-0.3023885384553279,-0.16650976261714892,-0.2315317823263192,-0.19949913467545966,,0.38239803398043304,-0.3253203372621954,0.3223657016124676,0.009189992442811917,0.5982848352945652,-0.007616399003386762,0.07182348306518802,0.06243018479018435,0.009125882656125898,0.17328427222139614,0.009111483578198224,0.19912333304729357,0.07314099701763395,0.11651308216813497,-0.1363623810754818,-0.1363623810754818,-0.05770018498330761,-0.03187707308133917,-0.045162033472962514,0.22547087192977605,-0.03187707308133917,0.12328357186330542,-0.011252536689867249,1.0,0.11246648339834413
"Щелочное число, ГОСТ 11362",0.09230514411752558,0.014163481251332776,0.002259031560174822,-0.021951872346879352,0.0097532626202545,-0.00019514171639827783,-0.011059011513745939,-0.010477378834650062,-0.05137596778295528,-0.05140803074061499,-0.05137659474767961,-0.010477378834650062,-0.0758500802475133,-0.09529074781416777,-0.09460348213450546,-0.0993892778226024,-0.05472854606682201,-0.07610002930647583,-0.06557151611272875,,0.16149567978576962,-0.10692651760764962,0.1831133562752788,-0.00906958476029191,0.10847318257723677,-0.008277502590719816,0.04021227735655562,0.2637515451773361,-0.00906958476029191,0.2069679870005418,-0.00906958476029191,0.20830819588888191,0.18151561505564742,0.3521039986347877,-0.04481968346582961,-0.04481968346582961,-0.01896493744444191,-0.010477378834650062,-0.014843888974122107,0.07410792500802232,-0.010477378834650062,0.42354306020282473,-0.0036984916855354365,0.11246648339834413,1.0
