,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3",Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
Категория,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Кинематическая вязкость,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кинематическая вязкость, при -30⁰С | ASTM D445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кинематическая вязкость, при 100°C, ASTM D445",-0.07247491233622887,0.10784888015430878,-0.06769355615731616,-0.1021929347622674,0.004458305529774609,-0.13115328596939618,-0.009152876531172338,,,,,,,,,-0.02703253181811495,-0.13485046777679252,-0.09677919069282741,-0.13479873365985118,-0.026474577632099736,-0.11553680854833032,-0.12129974581716602,-0.11675229747258477,-0.12966644513777922,-0.07493055291046821,,,-0.19953424216948423,,,-0.11227499038024592,,,,1.0,0.22778222674732299,0.11891200969290408,,,,0.000836693123276997,0.00192804585332885,-0.02041777492817103,-0.07722995222841601,-0.01590477286365035,-0.02043587461187088,-0.10801641499256186,-0.020416945694089583,-0.10306882450108536,,,,0.026012891735148033,-0.019777753457429856,,,0.03122091079960637,0.03129349327023132,-0.03116625278221556,-0.027571088823839057,-0.029559772984090127,,,,,,,,,,,,,,,,,,,,,,,,0.18594244994164372,,-0.027032531818114956,,,,,,,,0.16293950666637325,-0.009875921344591782,0.0335263981961447,0.0004850266142320241,,,
"Кинематическая вязкость, при 40°C, ASTM D445",-0.058411374709406834,0.06480536335139024,-0.0468365482505673,-0.031017903361666804,0.0991524255041625,-0.094004098769868,-0.03446184185474535,,,,,,,,,-0.0016373678551872652,-0.013558741480286204,-0.007036453661245411,-0.013210132856905372,0.0023413226231000436,0.0052276265402552485,0.005498034390352503,0.0040213517656235405,-0.0018519713203662797,-0.00572376546070207,,,-0.022285863399571986,,,-0.023894403356569727,,,,0.22778222674732299,1.0,-0.021802000283161368,,,,-0.0033148020679955436,-0.04837121626193252,-0.0073824897480442115,-0.03160219137525589,-0.007391755782368077,-0.0073902800609957475,-0.04061011479303875,-0.0073874416213619174,-0.039101041626657215,,,,-0.0048887152828050685,-0.009343297596149125,,,-0.029586134428656676,-0.02958661696946341,-0.002174688779475065,-0.0030541803232166944,-0.003190764680810512,,,,,,,,,,,,,,,,,,,,,,,,0.024347574141501908,,-0.0016373678551872641,,,,,,,,-0.010613684249868006,-0.0017935569751759324,-0.058918065395540904,-0.016602502497737814,,,
"Кислотное число, ГОСТ 11362",-0.007223367969535527,0.06271819408628872,-0.045248094048125895,-0.03611694392209986,0.052959424246142556,-0.07430753056439567,0.007069858620813979,,,,,,,,,-0.008389608440789694,-0.04116382781931087,-0.029700266523774457,-0.04116893837817675,-0.008389608440789616,-0.03635250053855839,-0.03818555379012267,-0.03668363904454254,-0.04050506245031666,-0.02298696064954622,,,-0.06082958953533251,,,-0.03302948354965082,,,,0.11891200969290408,-0.021802000283161368,1.0,,,,-0.002972341544406892,0.36890576331910097,-0.006619786198136134,-0.02844043689003244,-0.006628094935191167,-0.006626771674298703,-0.03641557460704424,-0.006624226480989498,-0.035061684858018714,,,,0.04100652787781466,-0.008378018064766216,,,-0.035895482938967854,-0.03589523536012256,-0.009562283613453414,-0.008389608440789715,-0.008999605838317395,,,,,,,,,,,,,,,,,,,,,,,,0.05631684107114256,,-0.008389608440789705,,,,,,,,0.12842337654073216,-0.0029615133281753565,0.483272323746329,-0.0033152737898140506,,,
Класс полиамина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Класс субстрата,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Масса гидрофобного хвоста, г/моль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Массовая доля кальция | ASTM D6481,-0.03172397458298296,0.009913596605000866,-0.007191577794388098,-0.0007622709173199043,0.022032692458943372,-0.014406453464120955,-0.005396408982441844,,,,,,,,,-0.0012755660511884943,-0.006258597367666798,-0.004515663866359278,-0.006259374383118423,-0.001275566051188497,-0.005527077442297384,-0.0058057770400459195,-0.005577424134810631,-0.006158437897017144,-0.0034949648522341462,,,-0.009248603181735277,,,-0.005021841984827796,,,,0.000836693123276997,-0.0033148020679955436,-0.002972341544406892,,,,1.0,-0.006594722962791491,0.0006604721903133567,-0.004324117869615301,-0.0010077434415507055,0.000650576521039162,-0.005536667298729732,0.0006504466726542561,-0.005330820290124136,,,,-0.0006664953373604585,-0.001273803836625038,,,-0.005457591942592895,-0.005457554300410635,-0.0014538609799540424,-0.0012755660511885013,-0.0013683107814212831,,,,,,,,,,,,,,,,,,,,,,,,0.008562479534952589,,-0.001275566051188496,,,,,,,,-0.0014470000103369103,-0.00045027201069316845,0.02369181054181945,-0.00226347616155474,,,
"Массовая доля кальция, ASTM D6481",-0.028273688030437515,0.022365648138977717,-0.022302797701373046,0.0032352203568658767,-0.014682323819288492,-0.04902738120239784,-0.051099919647489236,,,,,,,,,-0.018602610337827435,-0.09131004116275333,-0.06587831824034263,-0.09132195112644703,-0.018610163622854406,-0.08064396555107903,-0.08471236398199401,-0.08138063652207819,-0.08985788330767487,-0.05099808352550215,,,-0.13494084512768606,,,-0.07327433264485726,,,,0.00192804585332885,-0.04837121626193252,0.36890576331910097,,,,-0.006594722962791491,1.0,-0.01468729464545071,-0.04267091798706008,-0.011360035282921836,-0.014702793295039767,-0.07115617417213026,-0.014697146284253646,-0.07522806887475784,,,,-0.00972598733581685,0.09044970859095794,,,-0.07963842816748798,-0.07963788018427222,-0.021215073037977577,-0.01861349041598269,-0.01996660507637362,,,,,,,,,,,,,,,,,,,,,,,,0.12493061493834694,,-0.018602610337827445,,,,,,,,-0.02111568226598476,-0.00657069844031946,0.940313996159289,0.09228220609748305,,,
Массовая доля серы | ASTM D6481,0.007702529705451591,0.022078852311962296,-0.016016566977538185,-0.018970573836737725,-0.02716316996030561,-0.03208502131436807,-0.012018495575882419,,,,,,,,,-0.0028408493486751724,-0.013938699794487608,-0.010056963135409722,-0.013940430307649016,-0.0028408493486752023,-0.012309511010737571,-0.012930210793396676,-0.01242163955829559,-0.013715631795230738,-0.0077837353972074665,,,-0.02059782658883697,,,-0.011184286786603716,,,,-0.02041777492817103,-0.0073824897480442115,-0.006619786198136134,,,,0.0006604721903133567,-0.01468729464545071,1.0,-0.009630365610660302,-0.002244374014888197,0.9995164325246646,-0.012330868852124494,0.9980178619177951,-0.011872421138045628,,,,-0.001484370678626439,-0.0028369246706154653,,,-0.012154757882591877,-0.012154674048619637,-0.003237935043911245,-0.002840849348675207,-0.0030474037691455183,,,,,,,,,,,,,,,,,,,,,,,,0.019069741145313922,,-0.0028408493486751806,,,,,,,,-0.0032226547837867882,-0.0010028135721490174,-0.016898331746158506,-0.00504105198888239,,,
"Массовая доля серы, ASTM D6481",0.07675306400220343,-0.06524029559875795,0.0350984059588511,0.04807935482342435,-0.015214328320542644,0.05621105301850691,-0.021056031298449483,,,,,,,,,-0.01218443015699193,-0.05770532159281154,-0.04160094350244341,-0.05764636506580377,-0.011467385457697989,-0.050244239509858284,-0.052990882635381056,-0.051070479443410484,-0.05704169880250085,-0.03268863376060479,,,-0.08684889088779245,,,-0.04737644672293683,,,,-0.07722995222841601,-0.03160219137525589,-0.02844043689003244,,,,-0.004324117869615301,-0.04267091798706008,-0.009630365610660302,1.0,-0.009642453036629707,-0.009640527976543006,0.7718655214332829,-0.009636825267515189,0.7563625815590941,,,,-0.006377267987714845,-0.005355236743261908,,,-0.05221523194118097,-0.052214874159793735,-0.013105327908990112,-0.011642172863770145,-0.01248931419453045,,,,,,,,,,,,,,,,,,,,,,,,0.08046565201407874,,-0.012184430156991933,,,,,,,,-0.013845418455124084,-0.004307677587003485,-0.058766010895831874,0.010031861955045228,,,
"Массовая доля сульфатной золы, ГОСТ 12417",0.013932038994311342,-0.00310961901795922,0.015196320442116358,-0.008481855280948103,-0.03622028841654352,-0.0006838168451217655,-0.012033580431578568,,,,,,,,,-0.002844415003145717,-0.01395619476910104,-0.010069585999617678,-0.013957927454292997,-0.0028444150031457097,-0.012324961130606087,-0.012946439976384384,-0.012437230414826982,-0.013732846788996344,-0.007793505049698707,,,-0.02062367967833408,,,-0.01119832459617602,,,,-0.01590477286365035,-0.007391755782368077,-0.006628094935191167,,,,-0.0010077434415507055,-0.011360035282921836,-0.002244374014888197,-0.009642453036629707,1.0,-0.002246742372522694,-0.002150132069647032,-0.0022458794495286297,-0.011290595114478962,,,,-0.001486233766842866,-0.002840485399078259,,,-0.01217001376611928,-0.012169929826923895,-0.003241999095237994,-0.0028444150031457197,-0.0030512286776638088,,,,,,,,,,,,,,,,,,,,,,,,0.019093676278585936,,-0.002844415003145721,,,,,,,,-0.0032266996562972114,-0.0010040722403351027,-0.013884993675686378,0.009957765359712656,,,
Массовая доля фосфора | ASTM D6481,0.0068891825699841135,0.02210215084335098,-0.016033468331068338,-0.019003963587491006,-0.027214041117763182,-0.032118878775147255,-0.01203117799671046,,,,,,,,,-0.002843847132110008,-0.013953408495378851,-0.010067575664900583,-0.01395514083465028,-0.0028438471321100083,-0.012322500523263362,-0.012943855294377702,-0.012434747393569817,-0.01373010510540911,-0.007791949121404307,,,-0.020619562279738633,,,-0.011196088915313878,,,,-0.02043587461187088,-0.0073902800609957475,-0.006626771674298703,,,,0.000650576521039162,-0.014702793295039767,0.9995164325246646,-0.009640527976543006,-0.002246742372522694,1.0,-0.01234388090234072,0.9990500675359283,-0.011884949414997499,,,,-0.0014859370488507495,-0.0028399183125653272,,,-0.012167584093123473,-0.01216750017068613,-0.003241351848833366,-0.002843847132109989,-0.003050619517471814,,,,,,,,,,,,,,,,,,,,,,,,0.019089864336337036,,-0.002843847132110008,,,,,,,,-0.003226055464337281,-0.0010038717831084233,-0.01688971916409478,-0.00504637151846367,,,
"Массовая доля фосфора, ASTM D6481",0.15176810132114002,-0.01909450846438273,0.010439187938693114,0.02489291108905601,0.028010913035509847,0.018507440159731568,-0.02162935498312698,,,,,,,,,-0.01562308711720144,-0.07664227562900654,-0.05528829606413545,-0.07665320379459858,-0.015625738524919625,-0.06769892656957989,-0.07111559914810751,-0.06831973375829443,-0.07543662634129812,-0.04281226002331378,,,-0.1132817788870431,,,-0.06151515570738388,,,,-0.10801641499256186,-0.04061011479303875,-0.03641557460704424,,,,-0.005536667298729732,-0.07115617417213026,-0.012330868852124494,0.7718655214332829,-0.002150132069647032,-0.01234388090234072,1.0,-0.012339139896519639,0.9908438803171228,,,,-0.00816555241727442,-0.015605978638169668,,,-0.06686248270026177,-0.06686202204723589,-0.0178107756851915,-0.015626672119186582,-0.016762753602001107,,,,,,,,,,,,,,,,,,,,,,,,0.10487892935792102,,-0.015623087117201428,,,,,,,,-0.017727887608330706,-0.005516497264493421,-0.09127153095895534,0.04989269049368487,,,
Массовая доля цинка | ASTM D6481,0.0062817670841072695,0.022093661906473164,-0.01602731023805923,-0.01902992291278785,-0.027310323153763,-0.032106542639336745,-0.012026557093011814,,,,,,,,,-0.002842754874665658,-0.013948049306366679,-0.01006370893650224,-0.013949780980285655,-0.0028427548746656514,-0.012317767729163012,-0.012938883851945365,-0.012429971487981988,-0.013724831682184838,-0.0077889564097576285,,,-0.02061164277163825,,,-0.011191788750467781,,,,-0.020416945694089583,-0.0073874416213619174,-0.006624226480989498,,,,0.0006504466726542561,-0.014697146284253646,0.9980178619177951,-0.009636825267515189,-0.0022458794495286297,0.9990500675359283,-0.012339139896519639,1.0,-0.01188038467439398,,,,-0.0014853663339958266,-0.0028388275640918222,,,-0.01216291079892449,-0.012162826908719839,-0.0032401069188065174,-0.0028427548746656796,-0.003049447843425014,,,,,,,,,,,,,,,,,,,,,,,,0.019082532350662686,,-0.0028427548746656644,,,,,,,,-0.003224816409306181,-0.0010034862186327931,-0.016926433031623892,-0.005044433321154944,,,
"Массовая доля цинка, ASTM D6481",0.15127507549642025,-0.011707572351515089,0.006423786733829935,0.01704891873364436,0.030647763291835307,0.01218562783363646,-0.016672211488066403,,,,,,,,,-0.015041662568401101,-0.07381908262258918,-0.053261699144850384,-0.07382835865926897,-0.015045194624614138,-0.06519291713969597,-0.06848094601257786,-0.06578716689766173,-0.07264064014627039,-0.04122547824947844,,,-0.10908839478253324,,,-0.05923465903761529,,,,-0.10306882450108536,-0.039101041626657215,-0.035061684858018714,,,,-0.005330820290124136,-0.07522806887475784,-0.011872421138045628,0.7563625815590941,-0.011290595114478962,-0.011884949414997499,0.9908438803171228,-0.01188038467439398,1.0,,,,-0.0078619664425322,-0.015025766057983145,,,-0.06437647260063722,-0.06437602914090602,-0.01714927518868661,-0.015046227071814907,-0.0161400842124045,,,,,,,,,,,,,,,,,,,,,,,,0.10099585044303175,,-0.015041662568401117,,,,,,,,-0.01706878486002067,-0.005311400154877034,-0.08756810207313517,0.054579879409429634,,,
Модификация,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Номер CAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Номер CAS / SMILES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Общее содержание азота | ASTM D3228,-0.02514514733359939,0.01462070743178229,-0.010606236978778829,-0.010320752609400506,-0.029191841409579672,-0.021246833981751624,-0.00795869754017707,,,,,,,,,-0.0018812222029423768,-0.00923026472550077,-0.006659762635188193,-0.009231410678482462,-0.0018812222029423592,-0.008151409166263,-0.008562439132721535,-0.008225661154791824,-0.009082548172645245,-0.005154421813280554,,,-0.01363996606484856,,,-0.0074062810253721694,,,,0.026012891735148033,-0.0048887152828050685,0.04100652787781466,,,,-0.0006664953373604585,-0.00972598733581685,-0.001484370678626439,-0.006377267987714845,-0.001486233766842866,-0.0014859370488507495,-0.00816555241727442,-0.0014853663339958266,-0.0078619664425322,,,,1.0,-0.0018786232648787353,,,-0.008048931003956305,-0.00804887548875273,-0.0021441739947004428,-0.0018812222029423828,-0.0020180033955409346,,,,,,,,,,,,,,,,,,,,,,,,0.012628061556188494,,-0.0018812222029423785,,,,,,,,0.23263502655265386,-0.0006640673002313409,0.02980807726023305,0.010934930250509055,,,
Определение содержания воды методом Карла Фишера | ASTM D 6304,0.040599295561140086,-0.013991712531321103,0.005699779330436137,-0.012149852384937406,-0.025552307741952385,-0.004005643161391436,-0.015210638233967197,,,,,,,,,-0.003595386081982776,-0.01764085352340413,-0.012728117842971225,-0.017643043665214218,-0.003595386081982783,-0.015578948100383664,-0.016364507306718585,-0.015720858272238212,-0.01735853810240573,-0.009851115099083787,,,-0.02606866114570093,,,-0.014154861491761732,,,,-0.019777753457429856,-0.009343297596149125,-0.008378018064766216,,,,-0.001273803836625038,0.09044970859095794,-0.0028369246706154653,-0.005355236743261908,-0.002840485399078259,-0.0028399183125653272,-0.015605978638169668,-0.0028388275640918222,-0.015025766057983145,,,,-0.0018786232648787353,1.0,,,-0.015383092152113264,-0.015382986051627075,-0.004097938736762564,-0.0035953860819827907,-0.003856801876128042,,,,,,,,,,,,,,,,,,,,,,,,0.024134712364402452,,-0.003595386081982778,,,,,,,,-0.0040786000011107885,-0.001269163379539792,0.07557672410708487,0.5794364772975525,,,
Отношение S:Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отношение Мыло/Основание,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Плотность при 15°С, ASTM D4052",0.19559191569862136,-0.04213905192735977,0.046066473625862074,0.03351792949327186,0.009390515578501209,0.0850293117594017,0.035413967680089475,,,,,,,,,0.22656828630145925,-0.07558195169585735,-0.0545334151043391,-0.075591335323032,-0.015404373536453651,0.021317966079837193,0.015633834760641296,0.017874748011539793,-0.020502036746536053,0.016317009200951645,,,0.16538244301325591,,,-0.06064627519935595,,,,0.03122091079960637,-0.029586134428656676,-0.035895482938967854,,,,-0.005457591942592895,-0.07963842816748798,-0.012154757882591877,-0.05221523194118097,-0.01217001376611928,-0.012167584093123473,-0.06686248270026177,-0.01216291079892449,-0.06437647260063722,,,,-0.008048931003956305,-0.015383092152113264,,,1.0,0.9999999558608716,-0.017557552260362774,-0.015404373536453643,-0.016524405279782193,,,,,,,,,,,,,,,,,,,,,,,,-0.10962993916852422,,0.22656828630145923,,,,,,,,-0.017474695760139915,-0.0054377099792401115,-0.09700451260135334,-0.027334870076669165,,,
"Плотность при 20°С, ASTM D4052",0.1955671350294203,-0.042110839381718355,0.046049620763999606,0.03349719299315316,0.009393402497847734,0.08500513868642041,0.03540742654111819,,,,,,,,,0.22645209003790048,-0.07558143039092477,-0.05453303897567784,-0.07559081395337826,-0.015404267289185208,0.021309875127916763,0.015629212026478566,0.017870233186388865,-0.02050832504996909,0.016319798778284062,,,0.16538276281467723,,,-0.060645856908987494,,,,0.03129349327023132,-0.02958661696946341,-0.03589523536012256,,,,-0.005457554300410635,-0.07963788018427222,-0.012154674048619637,-0.052214874159793735,-0.012169929826923895,-0.01216750017068613,-0.06686202204723589,-0.012162826908719839,-0.06437602914090602,,,,-0.00804887548875273,-0.015382986051627075,,,0.9999999558608716,1.0,-0.017557431162158826,-0.015404267289185243,-0.016524291307414563,,,,,,,,,,,,,,,,,,,,,,,,-0.10961518190737332,,0.2264520900379004,,,,,,,,-0.017474575233415064,-0.005437672474188037,-0.09700384354042274,-0.027334681542207043,,,
Последовательность 1 | ASTM D892,0.009786013454427749,0.03189291033688998,-0.02313593692742163,0.002251972406896743,0.11730054075358486,-0.04634682516454597,-0.01736072130788487,,,,,,,,,-0.0041036079356725165,0.22570834117953215,0.13269658871164358,0.2187604509710881,-0.004103607935672495,0.14009940777835583,0.1254238953580321,0.14289444925273886,0.13733460611824172,0.2633866841920497,,,0.12929320934752658,,,0.07471382851964889,,,,-0.03116625278221556,-0.002174688779475065,-0.009562283613453414,,,,-0.0014538609799540424,-0.021215073037977577,-0.003237935043911245,-0.013105327908990112,-0.003241999095237994,-0.003241351848833366,-0.0178107756851915,-0.0032401069188065174,-0.01714927518868661,,,,-0.0021441739947004428,-0.004097938736762564,,,-0.017557552260362774,-0.017557431162158826,1.0,0.9920861767520156,0.9921747431351312,,,,,,,,,,,,,,,,,,,,,,,,-0.11694396077183301,,-0.004103607935672512,,,,,,,,-0.004655126028012564,-0.0014485645761503883,-0.02584126428542837,-0.007281801463834184,,,
Последовательность 2 | ASTM D892,0.004996053573006732,0.02798170819648905,-0.02029865036201071,0.002980545482946688,0.10624686510530545,-0.040663060344416455,-0.015231681040908655,,,,,,,,,-0.0036003600360036228,0.20850684517912782,0.10758860722156867,0.19946353169714243,-0.0036003600360035577,0.07937565541703967,0.06537625449993738,0.07754057687580927,0.10778017975064733,0.2668085020244144,,,0.11428041814034878,,,0.0721814078067257,,,,-0.027571088823839057,-0.0030541803232166944,-0.008389608440789715,,,,-0.0012755660511885013,-0.01861349041598269,-0.002840849348675207,-0.011642172863770145,-0.0028444150031457197,-0.002843847132109989,-0.015626672119186582,-0.0028427548746656796,-0.015046227071814907,,,,-0.0018812222029423828,-0.0035953860819827907,,,-0.015404373536453643,-0.015404267289185243,0.9920861767520156,1.0,0.9965875157484835,,,,,,,,,,,,,,,,,,,,,,,,-0.1024777963057484,,-0.00360036003600362,,,,,,,,-0.0040842424462925525,-0.0012709191743698143,-0.022672208620196987,-0.0063887942979632215,,,
Последовательность 3 | ASTM D892,0.008082447049572566,0.030016221403953065,-0.0217745385374291,0.0018547257151829445,0.106403432278558,-0.04361961799077912,-0.01633915653997398,,,,,,,,,-0.003862137479805061,0.2232995025274377,0.11801898458010047,0.21431916929771788,-0.003862137479805008,0.0896635091453424,0.07484955271341033,0.08796649793648138,0.10755680146209076,0.2652226604594009,,,0.12388418002401436,,,0.07584612438560318,,,,-0.029559772984090127,-0.003190764680810512,-0.008999605838317395,,,,-0.0013683107814212831,-0.01996660507637362,-0.0030474037691455183,-0.01248931419453045,-0.0030512286776638088,-0.003050619517471814,-0.016762753602001107,-0.003049447843425014,-0.0161400842124045,,,,-0.0020180033955409346,-0.003856801876128042,,,-0.016524405279782193,-0.016524291307414563,0.9921747431351312,0.9965875157484835,1.0,,,,,,,,,,,,,,,,,,,,,,,,-0.112368402884986,,-0.0038621374798050692,,,,,,,,-0.004381202343848399,-0.0013633260362996861,-0.024320675095376616,-0.0068533151302048664,,,
"Потенциал ионизации,эВ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Происхождение,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Разветвленность радикала / радикалов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Размер мицелл, нм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание MgCO3, CaCO3, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание Азота,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание Бора,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание ароматики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание воды, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание других элементов (например, бора)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Содержание масла,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание масла, % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Содержание металла (Ca/Mg), % масс.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
