Компонент,Партия,Свойство,Метод,Значение,Причина
Базовое_масло_12,02907.23,"Содержание воды, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,Содержание масла,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Содержание масла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Содержание металла (Ca/Mg), % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Содержание мыла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Содержание серы, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Содержание серы, мг/кг",skip,,"Свойство не актуально: При доле компонентов с измеренным значением всего 2% статистическая значимость отсутствует, что делает невозможным достоверное восстановление или оценку свойства для данного типа компонента."
Базовое_масло_12,02907.23,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,Степень полисульфидности,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,Температура проведения теста | -,skip,,"Свойство не актуально: Температура проведения теста является параметром методики измерения, а не физико-химическим свойством самого базового масла; для базовых масел измеряются конкретные характеристики (вязкость, температура вспышки и т.д.), а не условия их тестирования."
Базовое_масло_12,02907.23,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,Цвет Сейболт | -,llm,30.0,Оценка LLM на основе 27 компонентов типа «Базовое_масло»
Базовое_масло_12,02907.23,"Щелочное число, ASTM D2896",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Щелочное число, ГОСТ 11362",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,02907.23,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Анилиновая точка,llm,68.4,Оценка LLM на основе 29 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Атомное отношение P:Zn,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Деаэрация | ASTM D3427,skip,,"Свойство не актуально: Свойство деаэрации (ASTM D3427) является специфическим тестом для готовых моторных масел и присадок, а не для базовых масел; в базе данных оно уже измерено лишь у 1% компонентов этого типа, что указывает на его нерелевантность для массового заполнения."
Базовое_масло_12,typical,Деэм.вода | ASTM D1401,llm,40.0,Оценка LLM на основе 60 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Деэм.время | ASTM D1401,llm,5.0,Оценка LLM на основе 60 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Деэм.масло | ASTM D1401,llm,39.833333333333336,Оценка LLM на основе 60 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Деэм.эмульсия | ASTM D1401,llm,0.0,Оценка LLM на основе 60 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",llm,508.54545454545456,Оценка LLM на основе 82 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",skip (llm отказ),,LLM не смогла оценить значение
Базовое_масло_12,typical,"Динамическая вязкость CCS -25°C, ASTM D5293",mean_by_component,498.0,На основе 1 партий компонента «Базовое_масло_12» (CV=0.0%)
Базовое_масло_12,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",mean_by_component,766.0,На основе 1 партий компонента «Базовое_масло_12» (CV=0.0%)
Базовое_масло_12,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",mean_by_component,1259.0,На основе 1 партий компонента «Базовое_масло_12» (CV=0.0%)
Базовое_масло_12,typical,"Дипольный момент, Д",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Длина углеродной цепи,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Индекс полидисперсности,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Индекс стабильности, %",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Испаряемость по NOACK, ASTM D5800",llm,14.2,Оценка LLM на основе 75 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Кинематическая вязкость,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Кинематическая вязкость, при -30⁰С | ASTM D445",skip,,"Свойство не актуально: Кинематическая вязкость при -30°C не может быть корректно измерена по методу ASTM D445, так как этот стандарт применяется для жидких образцов; при таких низких температурах базовые масла обычно затвердевают или становятся слишком вязкими для капиллярного метода, требуя иных подходов (например, реометрии) и температур выше точки застывания."
Базовое_масло_12,typical,"Кинематическая вязкость, при 100°C, ASTM D445",mean_by_component,3.81,На основе 1 партий компонента «Базовое_масло_12» (CV=0.0%)
Базовое_масло_12,typical,"Кислотное число, ГОСТ 11362",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Масса гидрофобного хвоста, г/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Массовая доля кальция | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Массовая доля кальция, ASTM D6481",llm,0.0002,Оценка LLM на основе 64 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Массовая доля серы | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Массовая доля серы, ASTM D6481",llm,0.0004,Оценка LLM на основе 63 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,"Массовая доля сульфатной золы, ГОСТ 12417",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Массовая доля фосфора | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Массовая доля фосфора, ASTM D6481",llm,0.0001,Оценка LLM на основе 63 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Массовая доля цинка | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Массовая доля цинка, ASTM D6481",llm,0.0001,Оценка LLM на основе 63 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Общее содержание азота | ASTM D3228,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Определение содержания воды методом Карла Фишера | ASTM D 6304,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Отношение S:Mo,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Отношение Мыло/Основание,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Плотность при 15°С, ASTM D4052",llm,843.5,Оценка LLM на основе 33 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,"Плотность при 20°С, ASTM D4052",llm,840.25,Оценка LLM на основе 33 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Последовательность 1 | ASTM D892,llm,0.0,Оценка LLM на основе 67 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Последовательность 2 | ASTM D892,llm,0.0,Оценка LLM на основе 67 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,Последовательность 3 | ASTM D892,llm,0.0,Оценка LLM на основе 67 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,"Потенциал ионизации,эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Размер мицелл, нм",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Содержание MgCO3, CaCO3, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Содержание Азота,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Содержание Бора,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Содержание воды, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Содержание масла,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Содержание масла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Содержание металла (Ca/Mg), % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Содержание мыла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Содержание серы, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Содержание серы, мг/кг",skip,,"Свойство не актуально: При доле компонентов с измеренным значением всего 2% статистическая значимость отсутствует, что делает невозможным достоверное восстановление или оценку свойства для данного типа компонента."
Базовое_масло_12,typical,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Степень полисульфидности,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Температура застывания, ГОСТ 20287, метод Б",mean_by_component,-71.0,На основе 1 партий компонента «Базовое_масло_12» (CV=0.0%)
Базовое_масло_12,typical,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Температура проведения теста | -,skip,,"Свойство не актуально: Температура проведения теста является параметром методики измерения, а не физико-химическим свойством самого базового масла; для базовых масел измеряются конкретные характеристики (вязкость, температура вспышки и т.д.), а не условия их тестирования."
Базовое_масло_12,typical,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,Цвет Сейболт | -,llm,30.0,Оценка LLM на основе 28 компонентов типа «Базовое_масло»
Базовое_масло_12,typical,"Щелочное число, ASTM D2896",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Щелочное число, ГОСТ 11362",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_12,typical,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Анилиновая точка,llm,68.4,Оценка LLM на основе 30 компонентов типа «Базовое_масло»
Базовое_масло_13,0934.22,Атомное отношение P:Zn,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Группа по API,mean_by_component,3.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,0934.22,Деаэрация | ASTM D3427,skip,,"Свойство не актуально: Свойство деаэрации (ASTM D3427) является специфическим тестом для готовых моторных масел и присадок, а не для базовых масел; в базе данных оно уже измерено лишь у 1% компонентов этого типа, что указывает на его нерелевантность для массового заполнения."
Базовое_масло_13,0934.22,"Динамическая вязкость CCS -35°C, ASTM D5293",llm,4319.375,Оценка LLM на основе 56 компонентов типа «Базовое_масло»
Базовое_масло_13,0934.22,"Дипольный момент, Д",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Длина углеродной цепи,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Индекс полидисперсности,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Индекс стабильности, %",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Кинематическая вязкость,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Кинематическая вязкость, при -30⁰С | ASTM D445",skip,,"Свойство не актуально: Кинематическая вязкость при -30°C не может быть корректно измерена по методу ASTM D445, так как этот стандарт применяется для жидких образцов; при таких низких температурах базовые масла обычно затвердевают или становятся слишком вязкими для капиллярного метода, требуя иных подходов (например, реометрии) и температур выше точки застывания."
Базовое_масло_13,0934.22,"Кислотное число, ГОСТ 11362",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Масса гидрофобного хвоста, г/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Массовая доля кальция | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Массовая доля серы | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Массовая доля сульфатной золы, ГОСТ 12417",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Массовая доля фосфора | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Массовая доля цинка | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Общее содержание азота | ASTM D3228,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Определение содержания воды методом Карла Фишера | ASTM D 6304,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Отношение S:Mo,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Отношение Мыло/Основание,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Плотность при 15°С, ASTM D4052",llm,843.5,Оценка LLM на основе 34 компонентов типа «Базовое_масло»
Базовое_масло_13,0934.22,"Плотность при 20°С, ASTM D4052",llm,840.25,Оценка LLM на основе 34 компонентов типа «Базовое_масло»
Базовое_масло_13,0934.22,"Потенциал ионизации,эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Размер мицелл, нм",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Содержание MgCO3, CaCO3, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Содержание Азота,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Содержание Бора,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Содержание воды, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Содержание масла,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Содержание масла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Содержание металла (Ca/Mg), % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Содержание мыла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Содержание серы, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Содержание серы, мг/кг",mean_by_component,0.2,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,0934.22,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Степень полисульфидности,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Температура проведения теста | -,skip,,"Свойство не актуально: Температура проведения теста является параметром методики измерения, а не физико-химическим свойством самого базового масла; для базовых масел измеряются конкретные характеристики (вязкость, температура вспышки и т.д.), а не условия их тестирования."
Базовое_масло_13,0934.22,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,Цвет Сейболт | -,llm,30.0,Оценка LLM на основе 29 компонентов типа «Базовое_масло»
Базовое_масло_13,0934.22,"Щелочное число, ASTM D2896",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Щелочное число, ГОСТ 11362",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,0934.22,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,Анилиновая точка,llm,68.4,Оценка LLM на основе 31 компонентов типа «Базовое_масло»
Базовое_масло_13,typical,Атомное отношение P:Zn,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,Деаэрация | ASTM D3427,skip,,"Свойство не актуально: Свойство деаэрации (ASTM D3427) является специфическим тестом для готовых моторных масел и присадок, а не для базовых масел; в базе данных оно уже измерено лишь у 1% компонентов этого типа, что указывает на его нерелевантность для массового заполнения."
Базовое_масло_13,typical,Деэм.вода | ASTM D1401,mean_by_component,40.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Деэм.время | ASTM D1401,mean_by_component,5.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Деэм.масло | ASTM D1401,mean_by_component,40.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Деэм.эмульсия | ASTM D1401,mean_by_component,0.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",mean_by_component,1181.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",mean_by_component,2011.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Динамическая вязкость CCS -25°C, ASTM D5293",mean_by_component,4345.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",mean_by_component,6680.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",llm,4319.375,Оценка LLM на основе 57 компонентов типа «Базовое_масло»
Базовое_масло_13,typical,"Дипольный момент, Д",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,Длина углеродной цепи,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Индекс вязкости, ГОСТ 25371",mean_by_component,116.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Индекс полидисперсности,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Индекс стабильности, %",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Испаряемость по NOACK, ASTM D5800",mean_by_component,4.6,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Кинематическая вязкость,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Кинематическая вязкость, при -30⁰С | ASTM D445",skip,,"Свойство не актуально: Кинематическая вязкость при -30°C не может быть корректно измерена по методу ASTM D445, так как этот стандарт применяется для жидких образцов; при таких низких температурах базовые масла обычно затвердевают или становятся слишком вязкими для капиллярного метода, требуя иных подходов (например, реометрии) и температур выше точки застывания."
Базовое_масло_13,typical,"Кинематическая вязкость, при 100°C, ASTM D445",mean_by_component,6.39,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Кинематическая вязкость, при 40°C, ASTM D445",mean_by_component,38.55,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Кислотное число, ГОСТ 11362",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Масса гидрофобного хвоста, г/моль",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,Массовая доля кальция | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Массовая доля кальция, ASTM D6481",mean_by_component,0.00071,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Массовая доля серы | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Массовая доля серы, ASTM D6481",mean_by_component,0.00082,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Массовая доля сульфатной золы, ГОСТ 12417",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,Массовая доля фосфора | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Массовая доля фосфора, ASTM D6481",mean_by_component,0.00016,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Массовая доля цинка | ASTM D6481,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Массовая доля цинка, ASTM D6481",mean_by_component,4e-05,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Общее содержание азота | ASTM D3228,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,Определение содержания воды методом Карла Фишера | ASTM D 6304,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,Отношение S:Mo,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,Отношение Мыло/Основание,skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
Базовое_масло_13,typical,"Плотность при 15°С, ASTM D4052",llm,843.5,Оценка LLM на основе 35 компонентов типа «Базовое_масло»
Базовое_масло_13,typical,"Плотность при 20°С, ASTM D4052",llm,840.25,Оценка LLM на основе 35 компонентов типа «Базовое_масло»
Базовое_масло_13,typical,Последовательность 1 | ASTM D892,mean_by_component,0.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Последовательность 2 | ASTM D892,mean_by_component,0.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,Последовательность 3 | ASTM D892,mean_by_component,0.0,На основе 1 партий компонента «Базовое_масло_13» (CV=0.0%)
Базовое_масло_13,typical,"Потенциал ионизации,эВ",skip,,Свойство не измеряется ни у одного компонента типа «Базовое_масло»
